,GMIS.Region,GMIS.Division,Position,Total.Filled,Total.Unfilled,Total.Authorized,Filling.Up.Rate
2766,Region II - Cagayan Valley,Division of Santiago City,Administrative Aide III,1,0,1,100
2767,Region II - Cagayan Valley,Division of Santiago City,Administrative Aide IV,4,1,5,80
2768,Region II - Cagayan Valley,Division of Santiago City,Administrative Aide VI,5,0,5,100
2769,Region II - Cagayan Valley,Division of Santiago City,Administrative Assistant I,1,0,1,100
2770,Region II - Cagayan Valley,Division of Santiago City,Administrative Assistant II,20,0,20,100
2771,Region II - Cagayan Valley,Division of Santiago City,Administrative Assistant III,21,0,21,100
2772,Region II - Cagayan Valley,Division of Santiago City,Administrative Officer I,2,0,2,100
2773,Region II - Cagayan Valley,Division of Santiago City,Administrative Officer II,32,11,43,74.42
2774,Region II - Cagayan Valley,Division of Santiago City,Administrative Officer IV,5,1,6,83.33
2775,Region II - Cagayan Valley,Division of Santiago City,Administrative Officer V,2,0,2,100
2776,Region II - Cagayan Valley,Division of Santiago City,Assistant School Principal II,3,0,3,100
2777,Region II - Cagayan Valley,Division of Santiago City,Assistant Schools Division Superintendent,1,0,1,100
2778,Region II - Cagayan Valley,Division of Santiago City,Chief Education Supervisor,2,0,2,100
2779,Region II - Cagayan Valley,Division of Santiago City,Education Program Specialist II,3,0,3,100
2780,Region II - Cagayan Valley,Division of Santiago City,Education Program Supervisor,10,1,11,90.91
2781,Region II - Cagayan Valley,Division of Santiago City,Guidance Counselor III,2,0,2,100
2782,Region II - Cagayan Valley,Division of Santiago City,Head Teacher I,4,0,4,100
2783,Region II - Cagayan Valley,Division of Santiago City,Head Teacher III,13,0,13,100
2784,Region II - Cagayan Valley,Division of Santiago City,Head Teacher IV,1,0,1,100
2785,Region II - Cagayan Valley,Division of Santiago City,Head Teacher V,1,0,1,100
2786,Region II - Cagayan Valley,Division of Santiago City,Information Technology Officer I,1,0,1,100
2787,Region II - Cagayan Valley,Division of Santiago City,Librarian II,1,0,1,100
2788,Region II - Cagayan Valley,Division of Santiago City,Master Teacher I,56,0,56,100
2789,Region II - Cagayan Valley,Division of Santiago City,Master Teacher II,31,0,31,100
2790,Region II - Cagayan Valley,Division of Santiago City,Master Teacher III,2,0,2,100
2791,Region II - Cagayan Valley,Division of Santiago City,Medical Officer III,1,0,1,100
2792,Region II - Cagayan Valley,Division of Santiago City,Nurse II,5,0,5,100
2793,Region II - Cagayan Valley,Division of Santiago City,Planning Officer III,1,0,1,100
2794,Region II - Cagayan Valley,Division of Santiago City,Project Development Officer I,5,0,5,100
2795,Region II - Cagayan Valley,Division of Santiago City,Project Development Officer II,2,0,2,100
2796,Region II - Cagayan Valley,Division of Santiago City,Registrar I,2,0,2,100
2797,Region II - Cagayan Valley,Division of Santiago City,School Librarian III,2,0,2,100
2798,Region II - Cagayan Valley,Division of Santiago City,School Principal I,11,0,11,100
2799,Region II - Cagayan Valley,Division of Santiago City,School Principal II,6,0,6,100
2800,Region II - Cagayan Valley,Division of Santiago City,School Principal III,3,0,3,100
2801,Region II - Cagayan Valley,Division of Santiago City,School Principal IV,5,0,5,100
2802,Region II - Cagayan Valley,Division of Santiago City,Schools Division Superintendent,1,0,1,100
2803,Region II - Cagayan Valley,Division of Santiago City,Security Guard I,3,0,3,100
2804,Region II - Cagayan Valley,Division of Santiago City,Senior Education Program Specialist,2,0,2,100
2805,Region II - Cagayan Valley,Division of Santiago City,Special Education Teacher I,10,2,12,83.33
2806,Region II - Cagayan Valley,Division of Santiago City,Special Education Teacher II,3,0,3,100
2807,Region II - Cagayan Valley,Division of Santiago City,Special Education Teacher III,1,0,1,100
2808,Region II - Cagayan Valley,Division of Santiago City,Special Science Teacher I,7,0,7,100
2809,Region II - Cagayan Valley,Division of Santiago City,Teacher I,204,26,230,88.7
2810,Region II - Cagayan Valley,Division of Santiago City,Teacher II,71,8,79,89.87
2811,Region II - Cagayan Valley,Division of Santiago City,Teacher III,781,4,785,99.49
2812,Region II - Cagayan Valley,Division of Tuguegarao City,Accountant I,1,0,1,100
2813,Region II - Cagayan Valley,Division of Tuguegarao City,Accountant III,1,0,1,100
2814,Region II - Cagayan Valley,Division of Tuguegarao City,Administrative Aide I,15,1,16,93.75
2815,Region II - Cagayan Valley,Division of Tuguegarao City,Administrative Aide III,6,0,6,100
2816,Region II - Cagayan Valley,Division of Tuguegarao City,Administrative Aide IV,3,0,3,100
2817,Region II - Cagayan Valley,Division of Tuguegarao City,Administrative Aide VI,9,0,9,100
2818,Region II - Cagayan Valley,Division of Tuguegarao City,Administrative Assistant I,1,0,1,100
2819,Region II - Cagayan Valley,Division of Tuguegarao City,Administrative Assistant II,20,0,20,100
2820,Region II - Cagayan Valley,Division of Tuguegarao City,Administrative Assistant III,22,0,22,100
2821,Region II - Cagayan Valley,Division of Tuguegarao City,Administrative Officer I,2,0,2,100
2822,Region II - Cagayan Valley,Division of Tuguegarao City,Administrative Officer II,30,7,37,81.08
2823,Region II - Cagayan Valley,Division of Tuguegarao City,Administrative Officer IV,5,1,6,83.33
2824,Region II - Cagayan Valley,Division of Tuguegarao City,Administrative Officer V,2,0,2,100
2825,Region II - Cagayan Valley,Division of Tuguegarao City,Assistant School Principal II,2,1,3,66.67
2826,Region II - Cagayan Valley,Division of Tuguegarao City,Assistant Schools Division Superintendent,1,0,1,100
2827,Region II - Cagayan Valley,Division of Tuguegarao City,Attorney III,1,0,1,100
2828,Region II - Cagayan Valley,Division of Tuguegarao City,Chief Education Supervisor,2,0,2,100
2829,Region II - Cagayan Valley,Division of Tuguegarao City,Dentist I,1,0,1,100
2830,Region II - Cagayan Valley,Division of Tuguegarao City,Dentist II,1,0,1,100
2831,Region II - Cagayan Valley,Division of Tuguegarao City,Disbursing Officer II,1,0,1,100
2832,Region II - Cagayan Valley,Division of Tuguegarao City,Education Program Specialist II,4,1,5,80
2833,Region II - Cagayan Valley,Division of Tuguegarao City,Education Program Supervisor,11,0,11,100
2834,Region II - Cagayan Valley,Division of Tuguegarao City,Engineer III,1,0,1,100
2835,Region II - Cagayan Valley,Division of Tuguegarao City,Guidance Coordinator III,1,0,1,100
2836,Region II - Cagayan Valley,Division of Tuguegarao City,Guidance Counselor III,10,0,10,100
2837,Region II - Cagayan Valley,Division of Tuguegarao City,Head Teacher I,1,0,1,100
2838,Region II - Cagayan Valley,Division of Tuguegarao City,Head Teacher III,2,1,3,66.67
2839,Region II - Cagayan Valley,Division of Tuguegarao City,Head Teacher VI,8,0,8,100
2840,Region II - Cagayan Valley,Division of Tuguegarao City,Information Technology Officer I,1,0,1,100
2841,Region II - Cagayan Valley,Division of Tuguegarao City,Librarian II,1,0,1,100
2842,Region II - Cagayan Valley,Division of Tuguegarao City,Master Teacher I,124,9,133,93.23
2843,Region II - Cagayan Valley,Division of Tuguegarao City,Master Teacher II,42,2,44,95.45
2844,Region II - Cagayan Valley,Division of Tuguegarao City,Master Teacher III,7,0,7,100
2845,Region II - Cagayan Valley,Division of Tuguegarao City,Medical Officer III,1,0,1,100
2846,Region II - Cagayan Valley,Division of Tuguegarao City,Nurse II,4,0,4,100
2847,Region II - Cagayan Valley,Division of Tuguegarao City,Planning Officer III,1,0,1,100
2848,Region II - Cagayan Valley,Division of Tuguegarao City,Project Development Officer I,4,1,5,80
2849,Region II - Cagayan Valley,Division of Tuguegarao City,Project Development Officer II,2,0,2,100
2850,Region II - Cagayan Valley,Division of Tuguegarao City,Public Schools District Supervisor,10,0,10,100
2851,Region II - Cagayan Valley,Division of Tuguegarao City,Registrar I,1,0,1,100
2852,Region II - Cagayan Valley,Division of Tuguegarao City,School Librarian I,1,0,1,100
2853,Region II - Cagayan Valley,Division of Tuguegarao City,School Librarian III,1,0,1,100
2854,Region II - Cagayan Valley,Division of Tuguegarao City,School Principal I,7,0,7,100
2855,Region II - Cagayan Valley,Division of Tuguegarao City,School Principal II,10,1,11,90.91
2856,Region II - Cagayan Valley,Division of Tuguegarao City,School Principal III,7,0,7,100
2857,Region II - Cagayan Valley,Division of Tuguegarao City,School Principal IV,4,2,6,66.67
2858,Region II - Cagayan Valley,Division of Tuguegarao City,Schools Division Superintendent,1,0,1,100
2859,Region II - Cagayan Valley,Division of Tuguegarao City,Security Guard I,3,0,3,100
2860,Region II - Cagayan Valley,Division of Tuguegarao City,Security Guard II,1,0,1,100
2861,Region II - Cagayan Valley,Division of Tuguegarao City,Senior Bookkeeper,1,0,1,100
2862,Region II - Cagayan Valley,Division of Tuguegarao City,Senior Education Program Specialist,4,0,4,100
2863,Region II - Cagayan Valley,Division of Tuguegarao City,Special Education Teacher I,25,1,26,96.15
2864,Region II - Cagayan Valley,Division of Tuguegarao City,Special Science Teacher I,20,2,22,90.91
2865,Region II - Cagayan Valley,Division of Tuguegarao City,Teacher I,207,6,213,97.18
2866,Region II - Cagayan Valley,Division of Tuguegarao City,Teacher II,89,16,105,84.76
2867,Region II - Cagayan Valley,Division of Tuguegarao City,Teacher III,840,22,862,97.45
2868,Region II - Cagayan Valley,Division of Tuguegarao City,Utility Worker I,1,0,1,100
4079,Region III - Central Luzon,Regional Office - III,Attorney III,1,0,1,100
4080,Region III - Central Luzon,Regional Office - III,Attorney IV,1,0,1,100
4081,Region III - Central Luzon,Regional Office - III,Chief Administrative Officer,1,1,2,50
4082,Region III - Central Luzon,Regional Office - III,Chief Education Supervisor,6,1,7,85.71
4083,Region III - Central Luzon,Regional Office - III,Computer Maintenance Technologist I,1,0,1,100
4084,Region III - Central Luzon,Regional Office - III,Computer Programmer II,1,0,1,100
4085,Region III - Central Luzon,Regional Office - III,Construction and Maintenance Man,1,0,1,100
4086,Region III - Central Luzon,Regional Office - III,Dentist III,1,0,1,100
4087,Region III - Central Luzon,Regional Office - III,Director III,1,0,1,100
4088,Region III - Central Luzon,Regional Office - III,Director IV,1,0,1,100
4089,Region III - Central Luzon,Regional Office - III,Dormitory Manager II,1,0,1,100
4090,Region III - Central Luzon,Regional Office - III,Draftsman II,1,0,1,100
4091,Region III - Central Luzon,Regional Office - III,Education Program Specialist II,5,0,5,100
4092,Region III - Central Luzon,Regional Office - III,Education Program Supervisor,22,5,27,81.48
4093,Region III - Central Luzon,Regional Office - III,Engineer III,1,0,1,100
4094,Region III - Central Luzon,Regional Office - III,Information Technology Officer I,1,0,1,100
4095,Region III - Central Luzon,Regional Office - III,Legal Assistant II,1,0,1,100
4096,Region III - Central Luzon,Regional Office - III,Librarian II,1,0,1,100
4097,Region III - Central Luzon,Regional Office - III,Nutritionist-Dietitian II,1,0,1,100
4098,Region III - Central Luzon,Regional Office - III,Project Development Officer II,2,1,3,66.67
4099,Region III - Central Luzon,Regional Office - III,Project Development Officer IV,1,0,1,100
4100,Region III - Central Luzon,Regional Office - III,Security Guard I,1,0,1,100
4101,Region III - Central Luzon,Regional Office - III,Security Guard II,1,0,1,100
4102,Region III - Central Luzon,Regional Office - III,Senior Education Program Specialist,1,1,2,50
4103,Region III - Central Luzon,Regional Office - III,Special Investigator III,1,0,1,100
4104,Region III - Central Luzon,Regional Office - III,Statistician I,1,0,1,100
4105,Region III - Central Luzon,Regional Office - III,Supervising Administrative Officer ,2,0,2,100
4106,Region III - Central Luzon,Regional Office - III,Teacher Credentials Evaluator II,1,1,2,50
4107,Region III - Central Luzon,Regional Office - III,Teaching-Aids Specialist,1,0,1,100
13008,Region III - Central Luzon,Regional Office - III,Accounting Analyst,0,1,1,0
13009,Region III - Central Luzon,Regional Office - III,Attorney II,0,1,1,0
13010,Region III - Central Luzon,Regional Office - III,Dormitory Manager I,0,1,1,0
13011,Region III - Central Luzon,Regional Office - III,Education Program Specialist I,0,1,1,0
13012,Region III - Central Luzon,Regional Office - III,Legal Assistant I,0,1,1,0
13013,Region III - Central Luzon,Regional Office - III,Medical Officer IV,0,1,1,0
13014,Region III - Central Luzon,Regional Office - III,Planning Officer III,0,2,2,0
13015,Region III - Central Luzon,Regional Office - III,Statistician II,0,1,1,0
1476,Region IVA - CALABARZON,Regional Office - IVA,Master Teacher II,17,0,17,100
1477,Region IVA - CALABARZON,Regional Office - IVA,Nurse I,1,0,1,100
1478,Region IVA - CALABARZON,Regional Office - IVA,Project Development Officer I,6,0,6,100
1479,Region IVA - CALABARZON,Regional Office - IVA,School Principal I,7,0,7,100
1480,Region IVA - CALABARZON,Regional Office - IVA,School Principal II,10,0,10,100
1481,Region IVA - CALABARZON,Regional Office - IVA,School Principal III,10,0,10,100
2912,Region III - Central Luzon,Division of Angeles City,Accountant III,1,0,1,100
2913,Region III - Central Luzon,Division of Angeles City,Administrative Aide I,18,0,18,100
2914,Region III - Central Luzon,Division of Angeles City,Administrative Aide II,1,1,2,50
2915,Region III - Central Luzon,Division of Angeles City,Administrative Aide III,6,0,6,100
2916,Region III - Central Luzon,Division of Angeles City,Administrative Aide IV,7,0,7,100
2917,Region III - Central Luzon,Division of Angeles City,Administrative Aide VI,8,2,10,80
2918,Region III - Central Luzon,Division of Angeles City,Administrative Assistant I,1,0,1,100
2919,Region III - Central Luzon,Division of Angeles City,Administrative Assistant II,32,2,34,94.12
2920,Region III - Central Luzon,Division of Angeles City,Administrative Assistant III,30,0,30,100
2921,Region III - Central Luzon,Division of Angeles City,Administrative Officer I,1,0,1,100
2922,Region III - Central Luzon,Division of Angeles City,Administrative Officer II,52,3,55,94.55
2923,Region III - Central Luzon,Division of Angeles City,Administrative Officer III,2,0,2,100
2924,Region III - Central Luzon,Division of Angeles City,Administrative Officer IV,5,1,6,83.33
2925,Region III - Central Luzon,Division of Angeles City,Administrative Officer V,2,0,2,100
2926,Region III - Central Luzon,Division of Angeles City,Assistant School Principal II,9,0,9,100
2927,Region III - Central Luzon,Division of Angeles City,Attorney III,1,0,1,100
2928,Region III - Central Luzon,Division of Angeles City,Chief Education Supervisor,2,0,2,100
2929,Region III - Central Luzon,Division of Angeles City,Dentist II,2,0,2,100
2930,Region III - Central Luzon,Division of Angeles City,Education Program Specialist II,5,0,5,100
2931,Region III - Central Luzon,Division of Angeles City,Education Program Supervisor,10,1,11,90.91
2932,Region III - Central Luzon,Division of Angeles City,Engineer III,1,0,1,100
2933,Region III - Central Luzon,Division of Angeles City,Guidance Counselor I,1,2,3,33.33
2934,Region III - Central Luzon,Division of Angeles City,Guidance Counselor III,1,2,3,33.33
2935,Region III - Central Luzon,Division of Angeles City,Head Teacher I,4,0,4,100
2936,Region III - Central Luzon,Division of Angeles City,Head Teacher II,2,0,2,100
2937,Region III - Central Luzon,Division of Angeles City,Head Teacher III,36,0,36,100
2938,Region III - Central Luzon,Division of Angeles City,Head Teacher IV,1,0,1,100
2939,Region III - Central Luzon,Division of Angeles City,Head Teacher VI,13,0,13,100
2940,Region III - Central Luzon,Division of Angeles City,Information Technology Officer I,1,0,1,100
2941,Region III - Central Luzon,Division of Angeles City,Librarian II,1,0,1,100
2942,Region III - Central Luzon,Division of Angeles City,Master Teacher I,209,6,215,97.21
2943,Region III - Central Luzon,Division of Angeles City,Master Teacher II,73,1,74,98.65
2944,Region III - Central Luzon,Division of Angeles City,Medical Officer III,1,0,1,100
